province,municipality,barangay,asf_lab_records,asf_sample_total,asf_positive_total,asf_negative_total,asf_positive_rate_pct,asf_tested_barangays,asf_affected_barangays,asf_first_report_date,asf_latest_report_date,asf_status,asf_risk_score,asf_source_note,asf_whole_blood_samples,asf_whole_blood_positive,asf_whole_blood_negative,asf_organ_samples,asf_organ_positive,asf_organ_negative,asf_environmental_swab_samples,asf_environmental_swab_positive,asf_environmental_swab_negative,asf_fecal_swab_samples,asf_fecal_swab_positive,asf_fecal_swab_negative,asf_meat_products_samples,asf_meat_products_positive,asf_meat_products_negative
ISABELA,Delfin Albano,Andarayan,13,32,0,32,0.00,1,0,2022-05-06,2022-12-21,At-risk,8.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,28,0,28,0,0,0,0,0,0
ISABELA,Delfin Albano,Bayabo,6,7,2,5,28.57,1,1,2020-09-07,2022-12-21,Affected,15.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,Delfin Albano,Calaocan,2,2,0,2,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Delfin Albano,Calinaoan,3,7,0,7,0.00,2,0,2021-10-21,2022-12-21,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
ISABELA,Delfin Albano,Capitol,4,4,1,3,25.00,1,1,2020-09-16,2022-12-21,Affected,12.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Delfin Albano,Carmencita,6,6,0,6,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,Delfin Albano,Maui,4,4,0,4,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Delfin Albano,Quibal,2,2,0,2,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Delfin Albano,Ragan Almacen,2,2,0,2,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Delfin Albano,Ragan Norte,3,7,0,7,0.00,2,0,2021-10-21,2022-12-21,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
ISABELA,Delfin Albano,Ragan Sur,1,1,0,1,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Delfin Albano,San Andres,3,7,0,7,0.00,2,0,2021-10-21,2022-12-21,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
ISABELA,Delfin Albano,San Antonio,9,14,2,12,14.29,2,1,2020-09-16,2022-12-21,Affected,11.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,12,0,12,0,0,0,0,0,0
ISABELA,Delfin Albano,San Isidro,3,3,0,3,0.00,1,0,2022-12-09,2022-12-21,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Delfin Albano,San Macario,5,6,3,3,50.00,1,1,2020-09-16,2022-12-21,Affected,24.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Delfin Albano,San Nicolas,3,3,0,3,0.00,1,0,2022-12-09,2022-12-21,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Delfin Albano,San Patricio,2,2,0,2,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Delfin Albano,Santo Rosario,12,53,1,52,1.89,1,1,2020-09-16,2022-05-06,Affected,9.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,52,0,52,0,0,0,0,0,0
ISABELA,Delfin Albano,Santor,9,21,0,21,0.00,1,0,2022-05-06,2022-12-21,At-risk,7.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,17,0,17,0,0,0,0,0,0
ISABELA,Delfin Albano,Villa Luz,3,3,2,1,66.67,1,1,2020-09-07,2022-12-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Delfin Albano,Villa Pareda,2,2,0,2,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Delfin Albano,Villa TJ,11,26,0,26,0.00,1,0,2022-05-06,2022-11-11,At-risk,7.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,21,0,21,0,0,0,0,0,0
ISABELA,Delfin Albano,Villaluz,5,9,0,9,0.00,2,0,2021-10-21,2022-12-21,At-risk,5.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0
ISABELA,Delfin Albano,Visitacion,2,2,0,2,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,ECHAGUE,DAMAMANG,1,3,0,3,0.00,1,0,2021-03-30,2021-03-30,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,ECHAGUE,MALIBAGO,1,2,0,2,0.00,1,0,2021-03-30,2021-03-30,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,ECHAGUE,MINIT,1,1,0,1,0.00,1,0,2021-03-30,2021-03-30,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,ECHAGUE,PAG-ASA,3,3,1,2,33.33,2,1,2020-09-28,2021-03-30,Affected,15.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,ECHAGUE,STO. DOMINGO,1,1,0,1,0.00,1,0,2021-03-30,2021-03-30,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Echague,Angoluan,3,8,0,8,0.00,2,0,2021-03-30,2022-12-09,At-risk,5.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0
ISABELA,Echague,Dammang West,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Echague,Libertad,3,33,2,31,6.06,1,1,2020-08-26,2022-12-09,Affected,10.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,32,2,30,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Echague,Pangal Norte,3,3,2,1,66.67,1,1,2020-09-21,2022-12-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Echague,Rumang-ay,2,3,2,1,66.67,1,1,2020-09-21,2022-12-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Echague,San Antonio,13,13,0,13,0.00,1,0,2021-07-22,2021-07-22,At-risk,6.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0
ISABELA,Echague,San Salvador,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Gamu,Barcolan,7,11,0,11,0.00,1,0,2022-02-15,2022-12-14,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,10,0,10,0,0,0,0,0,0
ISABELA,Gamu,Buenavista,13,30,0,30,0.00,2,0,2021-04-26,2022-12-21,At-risk,8.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,25,0,25,0,0,0,0,0,0
ISABELA,Gamu,Distrcit 3,1,1,0,1,0.00,1,0,2022-12-14,2022-12-14,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Gamu,District 1,10,17,0,17,0.00,1,0,2022-02-15,2022-12-14,At-risk,6.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,15,0,15,0,0,0,0,0,0
ISABELA,Gamu,District 2,23,49,0,49,0.00,2,0,2022-02-15,2022-12-14,At-risk,9.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,43,0,43,0,0,0,0,0,0
ISABELA,Gamu,Lenzon,9,15,0,15,0.00,1,0,2022-02-15,2022-12-14,At-risk,6.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,13,0,13,0,0,0,0,0,0
ISABELA,Gamu,Linglingay,8,15,2,13,13.33,1,1,2020-09-11,2022-12-14,Affected,11.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,2,2,0,0,0,11,0,11,0,0,0,0,0,0
ISABELA,Gamu,Pintor,18,43,1,42,2.33,1,1,2020-10-01,2022-04-19,Affected,8.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,1,9,0,0,0,33,0,33,0,0,0,0,0,0
ISABELA,Gamu,Rizal,6,17,0,17,0.00,1,0,2022-02-15,2022-04-19,At-risk,6.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,14,0,14,0,0,0,0,0,0
ISABELA,Gamu,Songsong,7,9,3,6,33.33,1,1,2020-09-21,2022-12-14,Affected,18.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,Ilagan,Cabannungan 1st,2,2,0,2,0.00,1,0,2022-11-28,2022-11-28,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Ilagan,Cabannungan 2nd,4,4,0,4,0.00,1,0,2022-11-28,2022-11-28,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Ilagan,San Ignacio,1,1,0,1,0.00,1,0,2022-11-28,2022-11-28,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Ilagan,San Isidro,15,15,0,15,0.00,1,0,2023-01-16,2023-01-16,At-risk,6.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0
ISABELA,Ilagan City,Sta. Victoria,1,30,0,30,0.00,1,0,,,At-risk,8.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,JONES,N/A,1,2,0,2,0.00,1,0,2021-05-11,2021-05-11,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Jones,Arubub,5,6,2,4,33.33,1,1,2020-10-05,2022-12-09,Affected,17.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Jones,Diarao,11,11,0,11,0.00,1,0,2022-06-28,2022-12-09,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0
ISABELA,Jones,Divinan,3,3,1,2,33.33,1,1,2020-09-28,2022-06-28,Affected,15.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Jones,Lacab,7,8,2,6,25.00,1,1,2020-09-15,2022-06-28,Affected,14.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,Jones,Linamanan,8,8,5,3,62.50,1,1,2020-09-15,2022-06-28,Affected,31.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Jones,Papan Weste,2,4,3,1,75.00,1,1,2020-10-05,2022-12-09,Affected,32.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Jones,Pungponan,1,1,0,1,0.00,1,0,2022-06-28,2022-06-28,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Jones,San Isidro,3,4,2,2,50.00,1,1,2020-09-23,2022-06-28,Affected,22.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Jones,San Sebastian,2,4,3,1,75.00,1,1,2020-10-15,2022-06-28,Affected,32.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Jones,San Vicente,5,5,2,3,40.00,1,1,2020-09-23,2022-06-28,Affected,19.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,LUNA,LALOG 2,2,7,2,5,28.57,2,1,2020-08-27,2021-12-16,Affected,15.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,Luna,Bustamante,2,2,1,1,50.00,1,1,2020-08-27,2022-04-27,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Luna,Centro 3,3,3,0,3,0.00,1,0,2022-04-27,2022-12-09,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Luna,Lalog 02,2,7,0,7,0.00,1,0,2022-02-24,2022-04-27,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,Luna,Mambabanga,4,8,4,4,50.00,1,1,2020-03-03,2022-04-27,Affected,25.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Luna,Union Kalinga,2,3,2,1,66.67,1,1,2020-09-04,2022-12-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Mallig,Bimonton,3,14,0,14,0.00,1,0,2022-03-10,2022-03-17,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0
ISABELA,Mallig,Calisi,4,20,0,20,0.00,1,0,2022-03-10,2022-03-10,At-risk,7.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0
ISABELA,Mallig,Casili,10,32,1,31,3.12,1,1,2020-09-04,2022-12-09,Affected,7.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,31,0,31,0,0,0,0,0,0
ISABELA,Mallig,Centro 2,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Mallig,Holy Friday,8,14,5,9,35.71,2,1,2020-08-05,2022-03-10,Affected,22.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,9,0,9,0,0,0,0,0,0
ISABELA,Mallig,Maligaya,4,17,2,15,11.76,1,1,2020-09-04,2022-03-10,Affected,10.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,15,0,15,0,0,0,0,0,0
ISABELA,Mallig,Manano,7,24,2,22,8.33,1,1,2020-08-26,2022-03-17,Affected,10.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,22,0,22,0,0,0,0,0,0
ISABELA,Mallig,Olango,6,11,8,3,72.73,1,1,2020-08-05,2022-12-09,Affected,39.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,8,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Mallig,Rang-ayan,4,10,2,8,20.00,1,1,2020-08-26,2022-03-17,Affected,12.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,8,0,8,0,0,0,0,0,0
ISABELA,Mallig,San Jose Norte 1,2,10,0,10,0.00,1,0,2022-03-10,2022-03-10,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
ISABELA,Mallig,San Jose Norte 2,4,12,0,12,0.00,1,0,2022-03-10,2022-12-09,At-risk,6.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0
ISABELA,Mallig,San Jose Sur,3,15,5,10,33.33,1,1,2020-09-04,2022-03-17,Affected,22.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,10,0,10,0,0,0,0,0,0
ISABELA,Mallig,San Pedro,2,10,0,10,0.00,1,0,2022-03-10,2022-03-10,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
ISABELA,Mallig,Siempre Viva Norte,2,10,0,10,0.00,1,0,2022-03-10,2022-03-10,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
ISABELA,Mallig,Siempre Viva Sur,11,29,10,19,34.48,1,1,2020-03-03,2022-03-10,Affected,31.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,14,10,4,0,0,0,15,0,15,0,0,0,0,0,0
ISABELA,Mallig,Trinidad,5,17,2,15,11.76,1,1,2020-08-28,2022-03-10,Affected,10.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,15,0,15,0,0,0,0,0,0
ISABELA,Mallig,Victoria,5,20,5,15,25.00,1,1,2020-08-26,2022-03-10,Affected,19.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,15,0,15,0,0,0,0,0,0
ISABELA,NAGUILIAN,SAN MANUEL,1,2,0,2,0.00,1,0,2021-04-26,2021-04-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,NAGUILIAN,SURCOC,2,5,0,5,0.00,1,0,2021-04-26,2021-04-26,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Naguilian,Cabaruan,7,9,3,6,33.33,1,1,2020-10-06,2022-12-05,Affected,18.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,3,1,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,Naguilian,Flores,4,7,2,5,28.57,1,1,2020-09-21,2022-12-05,Affected,15.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,2,4,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Naguilian,Magsaysay,13,13,1,12,7.69,1,1,2020-09-08,2022-12-05,Affected,7.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,1,6,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,Naguilian,Manaring,7,7,1,6,14.29,1,1,2020-10-12,2022-12-05,Affected,9.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,1,3,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Naguilian,Mansibang,5,5,1,4,20.00,1,1,2020-09-08,2022-12-05,Affected,10.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Naguilian,Minallo,15,16,2,14,12.50,2,1,2020-09-08,2022-12-05,Affected,10.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,2,11,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Naguilian,Minalo,11,11,0,11,0.00,1,0,2022-09-28,2022-09-28,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0
ISABELA,Naguilian,Minanga,9,9,1,8,11.11,1,1,2020-09-08,2022-12-05,Affected,8.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,1,4,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Naguilian,Palattao,8,8,2,6,25.00,1,1,2020-09-11,2022-12-05,Affected,14.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,2,3,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Naguilian,Quirino,5,5,1,4,20.00,1,1,2020-09-21,2022-12-05,Affected,10.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Naguilian,Rang-Ayan,10,10,3,7,30.00,2,1,2020-09-08,2022-12-05,Affected,17.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Naguilian,Rangayan,8,8,0,8,0.00,1,0,2022-09-28,2022-09-28,At-risk,5.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0
ISABELA,Naguilian,Tomines,2,2,0,2,0.00,1,0,2022-11-28,2022-11-28,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Naguilian,Villa Paz,4,4,0,4,0.00,1,0,2022-09-28,2022-12-05,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Nagulian,Palattao,1,30,0,30,0.00,1,0,2021-07-19,2021-07-19,At-risk,8.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0
ISABELA,QUEZON,DUMMON,1,2,0,2,0.00,1,0,2021-05-06,2021-05-06,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Quezon,Santos,22,81,10,71,12.35,1,1,2020-08-18,2022-12-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,10,0,0,0,0,71,0,71,0,0,0,0,0,0
ISABELA,Quirino,Camal,1,1,0,1,0.00,1,0,2022-12-05,2022-12-05,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Quirino,Carnaal,1,1,0,1,0.00,1,0,2022-07-26,2022-07-26,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
