province,municipality,barangay,asf_lab_records,asf_sample_total,asf_positive_total,asf_negative_total,asf_positive_rate_pct,asf_tested_barangays,asf_affected_barangays,asf_first_report_date,asf_latest_report_date,asf_status,asf_risk_score,asf_source_note,asf_whole_blood_samples,asf_whole_blood_positive,asf_whole_blood_negative,asf_organ_samples,asf_organ_positive,asf_organ_negative,asf_environmental_swab_samples,asf_environmental_swab_positive,asf_environmental_swab_negative,asf_fecal_swab_samples,asf_fecal_swab_positive,asf_fecal_swab_negative,asf_meat_products_samples,asf_meat_products_positive,asf_meat_products_negative
Nueva Vizcaya,Solano,Bagahabag,5,5,0,5,0.00,2,0,2021-08-20,2023-07-27,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Bangaan,18,54,1,53,1.85,1,1,2022-02-24,2023-07-27,Affected,9.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,1,8,0,0,0,45,0,45,0,0,0,0,0,0
Nueva Vizcaya,Solano,Bintawan,1,1,0,1,0.00,1,0,2023-02-16,2023-02-16,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Commonal,1,3,0,3,0.00,1,0,2023-02-16,2023-02-16,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Communal,1,1,0,1,0.00,1,0,2024-09-13,2024-09-13,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Curifang,9,11,3,8,27.27,1,1,2020-11-18,2023-10-02,Affected,16.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,2,8,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Curipang,1,1,0,1,0.00,1,0,2023-07-27,2023-07-27,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Dadap,8,10,2,8,20.00,2,1,2020-11-18,2021-07-28,Affected,12.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,1,6,1,1,0,2,0,2,0,0,0,0,0,0
Nueva Vizcaya,Solano,Lactawan,1,1,1,0,100.00,1,1,2020-11-25,2020-11-25,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Laktawan,3,3,0,3,0.00,1,0,2023-02-16,2023-02-16,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Osmena,4,8,0,8,0.00,1,0,2023-02-16,2023-02-16,At-risk,5.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Osmeña,1,3,0,3,0.00,1,0,2023-10-02,2023-10-02,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Picala,1,3,0,3,0.00,1,0,2023-02-16,2023-02-16,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Quezon,4,44,2,42,4.55,1,1,2023-02-16,2025-10-20,Affected,10.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,44,2,42,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Quirino,8,25,0,25,0.00,2,0,2021-10-07,2024-09-13,At-risk,7.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,19,0,19,0,0,0,6,0,6,0,0,0,0,0,0
Nueva Vizcaya,Solano,Roxas,17,32,3,29,9.38,2,1,2021-08-20,2024-09-13,Affected,12.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,32,3,29,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,San Juan,8,22,2,20,9.09,1,1,2022-02-24,2023-10-31,Affected,10.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,2,5,0,0,0,15,0,15,0,0,0,0,0,0
Nueva Vizcaya,Solano,San Luis,5,27,3,24,11.11,1,1,2020-11-10,2024-09-13,Affected,12.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,26,2,24,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Uddiawan,6,8,1,7,12.50,1,1,2020-11-26,2023-09-26,Affected,8.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Wacal,2,2,0,2,0.00,1,0,2023-10-02,2023-10-02,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Bacneng,36,138,0,138,0.00,2,0,2021-10-07,2023-05-09,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,45,0,45,0,0,0,93,0,93,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Baliling,19,51,3,48,5.88,1,1,2022-02-24,2024-07-30,Affected,13.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,18,0,18,3,3,0,30,0,30,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Bantinam,1,2,1,1,50.00,1,1,2023-10-23,2023-10-23,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Bantinan,2,6,2,4,33.33,1,1,2023-10-26,2023-10-26,Affected,17.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Baracbac,5,9,9,0,100.00,1,1,2024-07-30,2024-08-01,Affected,50.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Canabuan,2,2,2,0,100.00,1,1,2020-12-11,2020-12-11,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,N/A,1,2,2,0,100.00,1,1,2020-12-11,2020-12-11,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Sinapaoan,6,17,1,16,5.88,1,1,2022-02-24,2023-10-31,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,1,6,0,0,0,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Sinapaon,1,3,0,3,0.00,1,0,2023-10-27,2023-10-27,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Tactac,4,11,3,8,27.27,1,1,2022-02-24,2024-07-12,Affected,16.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,1,3,2,2,0,5,0,5,0,0,0,0,0,0
Nueva Vizcaya,Sta. Fe,Villaflores,8,28,8,20,28.57,2,1,2021-10-07,2024-07-18,Affected,26.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,8,5,0,0,0,15,0,15,0,0,0,0,0,0
Nueva Vizcaya,VILLAVERDE,BINTAWAN,1,2,0,2,0.00,1,0,2021-05-10,2021-05-10,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Nueva Vizcaya,VILLAVERDE,POBLACION,1,2,0,2,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,VILLAVERDE,UMOK NAGBITIN,4,4,0,4,0.00,1,0,2021-08-19,2021-08-19,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Villaverde,Bintauan Sur,2,3,3,0,100.00,1,1,2020-11-25,2020-12-11,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Villaverde,Bintawan Sur,2,4,2,2,50.00,1,1,2023-10-02,2025-08-22,Affected,22.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Villaverde,Ibong,2,4,0,4,0.00,1,0,2023-10-02,2023-10-02,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Villaverde,Nagbitin,34,130,0,130,0.00,2,0,2021-08-13,2023-06-01,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,47,0,47,0,0,0,75,0,75,8,0,8,0,0,0
Nueva Vizcaya,Villaverde,Ocapon,3,6,0,6,0.00,2,0,2021-08-20,2023-10-26,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Villaverde,Pieza,10,31,0,31,0.00,2,0,2021-10-07,2023-10-02,At-risk,8.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,25,0,25,0,0,0,0,0,0
Nueva Vizcaya,Villaverde,Sawmill,4,9,1,8,11.11,2,1,2021-08-20,2023-10-20,Affected,8.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Villverde,Ocapon,1,2,0,2,0.00,1,0,2023-10-16,2023-10-16,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
QUIRINO,Aglipay,Dumabel,4,8,4,4,50.00,1,1,2020-10-20,2022-01-27,Affected,25.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0
QUIRINO,Aglipay,Ligaya,28,61,4,57,6.56,2,2,2020-10-05,2022-01-27,Affected,18.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,4,8,0,0,0,43,0,43,6,0,6,0,0,0
QUIRINO,Aglipay,San Leonardo,4,13,3,10,23.08,2,1,2020-10-05,2022-01-27,Affected,15.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,10,0,10,0,0,0,0,0,0
QUIRINO,Diffun,Doña Imelda,3,6,2,4,33.33,1,1,2020-09-25,2022-02-10,Affected,17.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,4,0,4,0,0,0,0,0,0
QUIRINO,Maddela,Divisoria Sur,1,1,1,0,100.00,1,1,2022-01-21,2022-01-21,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,AGLIPAY,GUINALBIN,16,22,2,20,9.09,2,1,2020-09-28,2020-10-02,Affected,10.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,2,8,0,0,0,8,0,8,4,0,4,0,0,0
Quirino,Aglipay,Alicia,1,1,1,0,100.00,1,1,2020-10-27,2020-10-27,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Aglipay,Burgos,1,1,1,0,100.00,1,1,2020-11-09,2020-11-09,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Aglipay,Dagupan,14,30,4,26,13.33,2,1,2020-09-14,2023-01-31,Affected,15.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,4,2,0,0,0,24,0,24,0,0,0,0,0,0
Quirino,Aglipay,Dungo,1,1,0,1,0.00,1,0,2023-01-31,2023-01-31,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Quirino,Aglipay,Palacian,8,11,0,11,0.00,2,0,2022-01-27,2023-01-31,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,8,0,8,1,0,1,0,0,0
Quirino,Aglipay,Pinaripad Norte,4,5,2,3,40.00,1,1,2020-10-20,2023-01-31,Affected,19.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,3,0,3,0,0,0,0,0,0
Quirino,Aglipay,Progreso,5,11,3,8,27.27,1,1,2020-10-02,2024-10-04,Affected,16.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,8,0,8,0,0,0,0,0,0
Quirino,Aglipay,Rang-ayan,2,4,4,0,100.00,1,1,2020-09-21,2020-09-28,Affected,43.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Aglipay,San Benigno,9,21,0,21,0.00,1,0,2022-01-27,2023-01-31,At-risk,7.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0
Quirino,Aglipay,San Francisco,2,2,1,1,50.00,1,1,2020-10-02,2023-01-31,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Quirino,Aglipay,San Manuel,6,13,0,13,0.00,2,0,2022-01-27,2023-01-31,At-risk,6.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,11,0,11,0,0,0,0,0,0
Quirino,Aglipay,San Ramon,4,13,0,13,0.00,1,0,2022-01-27,2023-01-31,At-risk,6.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0
Quirino,Aglipay,Sto. Domingo,1,1,1,0,100.00,1,1,2020-11-09,2020-11-09,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Aglipay,Victoria,11,11,0,11,0.00,1,0,2023-01-31,2023-01-31,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0
Quirino,Aglipay,Villa Pagaduan,16,48,10,21,20.83,2,1,2020-09-10,2023-01-31,Affected,28.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,10,0,0,0,0,38,0,21,0,0,0,0,0,0
Quirino,Aglipay,Villa Ventura,11,11,0,11,0.00,1,0,2023-01-31,2023-01-31,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0
Quirino,CABARROGUIS,LIGAYA,1,1,0,1,0.00,1,0,,,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,CABARROGUIS,LUTTUAD,1,4,0,4,0.00,1,0,,,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
Quirino,CABARROGUIS,MANGANDINAY,11,23,3,20,13.04,2,2,2020-09-14,2020-10-12,Affected,15.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,3,5,0,0,0,15,0,15,0,0,0,0,0,0
Quirino,CABARROGUIS,SALVACION,1,3,0,3,0.00,1,0,,,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,CABARROGUIS,STO DOMINGO,4,4,0,4,0.00,1,0,,,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
Quirino,CABARROGUIS,VILLA PENA,3,7,0,7,0.00,1,0,,,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,5,0,5,1,0,1,0,0,0
Quirino,CABARROGUIS,VILLAR PENA,1,1,0,1,0.00,1,0,,,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Banuar,3,6,2,4,33.33,1,1,2025-12-17,2025-12-17,Affected,17.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Burgos,5,6,3,3,50.00,1,1,2020-11-18,2023-01-31,Affected,24.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0
Quirino,Cabarroguis,Calaocan,1,1,0,1,0.00,1,0,2023-01-31,2023-01-31,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Quirino,Cabarroguis,Capitol Hills,1,5,0,5,0.00,1,0,2025-12-17,2025-12-17,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Del Pilar,6,15,0,15,0.00,2,0,2023-01-31,2023-10-03,At-risk,6.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,0,8,0,0,0,6,0,6,1,0,1,0,0,0
Quirino,Cabarroguis,Del Pillar,3,3,3,0,100.00,1,1,2020-10-20,2020-10-27,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Dibibi,2,2,0,2,0.00,1,0,2023-01-31,2024-10-18,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Quirino,Cabarroguis,Dingasan,1,1,0,1,0.00,1,0,2023-01-31,2023-01-31,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Quirino,Cabarroguis,Dumabel,1,1,0,1,0.00,1,0,2024-10-18,2024-10-18,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Gomez,2,2,0,2,0.00,1,0,2024-10-18,2024-10-18,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Gundaway,19,25,6,19,24.00,2,1,2020-09-21,2025-12-17,Affected,21.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,6,6,0,0,0,12,0,12,1,0,1,0,0,0
Quirino,Cabarroguis,La Paz,1,2,0,2,0.00,1,0,2024-10-18,2024-10-18,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Liwayway,2,6,0,6,0.00,2,0,,,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,1,0,1,0,0,0
Quirino,Cabarroguis,Luttad,1,1,0,1,0.00,1,0,,,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Quirino,Cabarroguis,Mangandingag,2,2,2,0,100.00,1,1,2020-10-02,2020-10-02,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Mangandingay,26,27,1,26,3.70,2,1,2023-01-31,2025-12-17,Affected,7.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,11,1,10,0,0,0,10,0,10,6,0,6,0,0,0
Quirino,Cabarroguis,N/A,1,1,1,0,100.00,1,1,2020-10-23,2020-10-23,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,San Marcos,41,70,7,63,10.00,2,1,2020-09-11,2025-12-17,Affected,22.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,25,7,18,0,0,0,40,0,40,5,0,5,0,0,0
Quirino,Cabarroguis,Sto. Domingo,8,39,4,35,10.26,2,1,2020-09-29,2025-12-17,Affected,15.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,29,4,25,0,0,0,10,0,10,0,0,0,0,0,0
Quirino,Cabarroguis,Sto. Niño,1,1,1,0,100.00,1,1,2020-11-18,2020-11-18,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Tucod,2,2,2,0,100.00,1,1,2025-09-27,2025-09-27,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Villa Peña,2,2,0,2,0.00,1,0,2023-01-31,2023-01-31,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Quirino,Cabarroguis,Villamar,1,5,0,5,0.00,1,0,2025-12-17,2025-12-17,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Villamor,14,21,13,8,61.90,2,2,2020-10-05,2024-10-18,Affected,46.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,13,2,0,0,0,6,0,6,0,0,0,0,0,0
Quirino,Cabarroguis,Villaros,1,1,1,0,100.00,1,1,2020-09-17,2020-09-17,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Villarose,1,3,0,3,0.00,1,0,2025-12-17,2025-12-17,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Cabarroguis,Zamora,17,23,10,13,43.48,2,2,2020-09-21,2024-07-31,Affected,35.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,11,10,1,0,0,0,11,0,11,1,0,1,0,0,0
Quirino,DIFFUN,MACATE,1,1,0,1,0.00,1,0,,,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Quirino,DIFFUN,MARIA CLARA,7,10,9,1,90.00,2,2,2020-09-07,2020-11-20,Affected,49.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Diadi,Balete,1,10,10,0,100.00,1,1,2020-10-15,2020-10-15,Affected,52.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Diadi,Butao,1,3,3,0,100.00,1,1,2020-10-15,2020-10-15,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Diadi,Langka,1,6,6,0,100.00,1,1,2020-10-15,2020-10-15,Affected,46.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Quirino,Diffun,A. Bonifacio,6,10,8,2,80.00,1,1,2020-09-18,2020-11-23,Affected,42.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0
