source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,result_level,pap_type,prexc_program,prexc_subprogram,indicator_id,indicator_level_1,indicator_level_2,indicator_level_3,indicator_specify_type,indicator_match_basis,result_chain,data_structure_note,activity,activity_context,original_activity,unit,physical_target,budget,original_physical_target,original_budget,target_count,target_scope,length_km,allocation_method,source_row,source_note
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Barcolan- Brgy. Linglingay FMR, Brgy. Barcolan and Brgy. Linglingay, Gamu, Isabela",FMR,Gamu,Barcolan-Linglingay,,15000.00,,15000.00,1,Gamu,1.00,direct municipality row,48,"Concreting of Brgy. Barcolan- Brgy. Linglingay FMR, Brgy. Barcolan and Brgy. Linglingay, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Buenavista FMR, Brgy. Buenavista, Gamu, Isabela",FMR,Gamu,Buenavista,,15000.00,,15000.00,1,Gamu,1.00,direct municipality row,49,"Concreting of Brgy. Buenavista FMR, Brgy. Buenavista, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Guibang to Brgy. Songsong FMR, Brgy. Guibang, Gamu, Isabela",FMR,Gamu,Guibang-Songsong,,30000.00,,30000.00,1,Gamu,2.00,direct municipality row,50,"Concreting of Brgy. Guibang to Brgy. Songsong FMR, Brgy. Guibang, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Bangquero to Brgy. Furao FMR, Brgy. Furao, Gamu, Isabela",FMR,Gamu,Bangquero-Furao,,20000.00,,20000.00,1,Gamu,1.33,direct municipality row,51,"Concreting of Brgy. Bangquero to Brgy. Furao FMR, Brgy. Furao, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Furao Section 2 FMR, Brgy. Furao, Gamu, Isabela",FMR,Gamu,Furao,,15000.00,,15000.00,1,Gamu,1.00,direct municipality row,52,"Concreting of Brgy. Furao Section 2 FMR, Brgy. Furao, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Pintor-Rizal-Union FMR, Gamu, Isabela",FMR,Gamu,Pintor-Rizal-Union,,15000.00,,15000.00,1,Gamu,1.00,direct municipality row,53,"Concreting of Pintor-Rizal-Union FMR, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR, ROAD",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Gamu - Roxas Road Junction to Brgy. Furao FMR, Brgy. Furao, Gamu, Isabela",FMR,Gamu,Furao,,30000.00,,30000.00,1,Gamu,2.00,direct municipality row,54,"Concreting of Gamu - Roxas Road Junction to Brgy. Furao FMR, Brgy. Furao, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Dammao FMR, Brgy. Dammao, Gamu, Isabela",FMR,Gamu,Dammao,,30000.00,,30000.00,1,Gamu,2.00,direct municipality row,55,"Concreting of Brgy. Dammao FMR, Brgy. Dammao, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Roxas FMR, Naguilian, Isabela",FMR,Naguilian,Roxas,,10000.00,,10000.00,1,Naguilian,0.67,direct municipality row,56,"Concreting of Brgy. Roxas FMR, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Flores FMR, Brgy. Flores, Naguilian, Isabela",FMR,Naguilian,Flores,,20000.00,,20000.00,1,Naguilian,1.33,direct municipality row,57,"Concreting of Brgy. Flores FMR, Brgy. Flores, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. San Manuel Isabela FMR, Brgy. San Manuel Isabela, Naguillian, Isabela",FMR,Naguilian,San Manuel,,15000.00,,15000.00,1,Naguilian,1.00,direct municipality row,58,"Concreting of Brgy. San Manuel Isabela FMR, Brgy. San Manuel Isabela, Naguillian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Tomines FMR, Brgy. Tomines, Naguilian, Isabela",FMR,Naguilian,Tomines,,15000.00,,15000.00,1,Naguilian,1.00,direct municipality row,59,"Concreting of Brgy. Tomines FMR, Brgy. Tomines, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Sto Tomas to Brgy. Placer FMR, Naguilian, Brgy. Sto Tomas, Naguilian, Isabela",FMR,Naguilian,Sto.Tomas-Placer,,30000.00,,30000.00,1,Naguilian,2.00,direct municipality row,60,"Concreting of Brgy. Sto Tomas to Brgy. Placer FMR, Naguilian, Brgy. Sto Tomas, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Palanan,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Dikalaw FMR, Brgy. Bisag-Didiyan, Palanan, Isabela",FMR,Palanan,Bisag-Didiyan,,35000.00,,35000.00,1,Palanan,2.33,direct municipality row,61,"Concreting of Dikalaw FMR, Brgy. Bisag-Didiyan, Palanan, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Reina Mercedes,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Brgy. Dangan FMR, Brgy. Dangan, Reina Mercedes, Isabela",FMR,Reina Mercedes,Dangan,,5000.00,,5000.00,1,Reina Mercedes,0.33,direct municipality row,62,"Construction of Brgy. Dangan FMR, Brgy. Dangan, Reina Mercedes, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Reina Mercedes,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Banquero to Brgy. Santiago FMR, Reina Mercedes, Isabela",FMR,Reina Mercedes,Banquero,,10000.00,,10000.00,1,Reina Mercedes,0.67,direct municipality row,63,"Concreting of Brgy. Banquero to Brgy. Santiago FMR, Reina Mercedes, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Reina Mercedes,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Dangan to Brgy.Turod FMR Phase II, Brgy. Dangan, Reina Mercedes, Isabela",FMR,Reina Mercedes,Dangan-Turod,,15000.00,,15000.00,1,Reina Mercedes,1.00,direct municipality row,64,"Concreting of Brgy. Dangan to Brgy.Turod FMR Phase II, Brgy. Dangan, Reina Mercedes, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Reina Mercedes,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Dangan to Brgy. Turod Phase I FMR, Brgy. Dangan and Brgy. Turod, Reina Mercedes, Isabela",FMR,Reina Mercedes,Dangan-Turod,,10000.00,,10000.00,1,Reina Mercedes,0.67,direct municipality row,65,"Concreting of Brgy. Dangan to Brgy. Turod Phase I FMR, Brgy. Dangan and Brgy. Turod, Reina Mercedes, Isabela"
isabela_2.xlsx,FMR,Isabela,II,San Mariano,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Binatug Sitio Curauitan to Brgy. Gangalan Proper FMR, Brgy. Binatug Sitio Curauitan and Brgy. Gangalan Proper, San Mariano, Isabela",FMR,San Mariano,Binatug-Gangalana Proper,,50000.00,,50000.00,1,San Mariano,3.33,direct municipality row,66,"Concreting of Brgy. Binatug Sitio Curauitan to Brgy. Gangalan Proper FMR, Brgy. Binatug Sitio Curauitan and Brgy. Gangalan Proper, San Mariano, Isabela"
isabela_2.xlsx,FMR,Isabela,II,San Mariano,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Panninan FMR, Brgy. Panninan, San Mariano, Isabela",FMR,San Mariano,Panninan,,10000.00,,10000.00,1,San Mariano,0.67,direct municipality row,67,"Concreting of Brgy. Panninan FMR, Brgy. Panninan, San Mariano, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Barcolan-Brgy. Mabini FMR, Brgy. Barcolan and Brgy. Mabini, Ganu, Isabela",FMR,Gamu,Barcolan-Mabini,,50000.00,,50000.00,1,Gamu,3.30,direct municipality row,70,"Concreting of Barcolan-Brgy. Mabini FMR, Brgy. Barcolan and Brgy. Mabini, Ganu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Benito Soliven,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Villaluz-Gomez FMR, Brgy. Villaluz and Brgy. Gomez, Benito Soliven, Isabela",FMR,Benito Soliven,Villaluz-Gomez,,15000.00,,15000.00,1,Benito Soliven,1.00,direct municipality row,71,"Concreting of Villaluz-Gomez FMR, Brgy. Villaluz and Brgy. Gomez, Benito Soliven, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Sto. Tomas FMR, Brgy. Sto. Tomas, Naguilian, Isabela",FMR,Naguilian,Sto. Tomas,,15000.00,,15000.00,1,Naguilian,1.00,direct municipality row,72,"Concreting of Brgy. Sto. Tomas FMR, Brgy. Sto. Tomas, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Reina Mercedes,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Banquero to Brgy. Santiago FMR Phase II, Brgy. Banquero and Brgy. Santiago, Reina Mercedes, Isabela",FMR,Reina Mercedes,Banquero-Santiago,,12000.00,,12000.00,1,Reina Mercedes,0.80,direct municipality row,73,"Concreting of Brgy. Banquero to Brgy. Santiago FMR Phase II, Brgy. Banquero and Brgy. Santiago, Reina Mercedes, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Palanan,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Dikalaw FMR, Brgy. Bisag and Brgy. Didiyan, Palanan, Isabela",FMR,Palanan,Bisag & Didiyan,,33000.00,,33000.00,1,Palanan,1.60,direct municipality row,74,"Concreting of Dikalaw FMR, Brgy. Bisag and Brgy. Didiyan, Palanan, Isabela"
isabela_2.xlsx,FMR,Isabela,II,San Mariano,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Daragutan East-Sitio Luzon FMR, Brgy. Daragutan East, San Mariano, Isabela",FMR,San Mariano,Daragutan East,,30000.00,,30000.00,1,San Mariano,2.00,direct municipality row,75,"Concreting of Daragutan East-Sitio Luzon FMR, Brgy. Daragutan East, San Mariano, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Mabini FMR, Brgy. Mabini, Gamu, Isabela",FMR,Gamu,Mabini,,25050.00,,25050.00,1,Gamu,1.67,direct municipality row,78,"Concreting of Mabini FMR, Brgy. Mabini, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Gamu,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Rizal FMR, Brgy. Rizal, Gamu, Isabela",FMR,Gamu,Rizal,,32085.00,,32085.00,1,Gamu,2.14,direct municipality row,79,"Concreting of Rizal FMR, Brgy. Rizal, Gamu, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy. Villapaz FMR, Brgy. Villapaz, Naguilian, Isabela",FMR,Naguilian,Villapaz,,15000.00,,15000.00,1,Naguilian,1.00,direct municipality row,80,"Concreting of Brgy. Villapaz FMR, Brgy. Villapaz, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy La Union to Brgy. Bagong Sikat FMR, Brgy. La Union and Brgy. Bagong Sikat, Naguilian, Isabela",FMR,Naguilian,La Union/Bagong Sikat,,31500.00,,31500.00,1,Naguilian,2.10,direct municipality row,81,"Concreting of Brgy La Union to Brgy. Bagong Sikat FMR, Brgy. La Union and Brgy. Bagong Sikat, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Sitio Luna, Brgy. Flores FMR, Brgy. Flores, Naguilian, Isabela",FMR,Naguilian,Flores,,22500.00,,22500.00,1,Naguilian,1.50,direct municipality row,82,"Concreting of Sitio Luna, Brgy. Flores FMR, Brgy. Flores, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy Sto Tomas to Brgy Placer FMR, Naguilian, Brgy Sto Tomas, Naguilian, Isabela",FMR,Naguilian,Sto. Tomas,,21000.00,,21000.00,1,Naguilian,1.40,direct municipality row,83,"Concreting of Brgy Sto Tomas to Brgy Placer FMR, Naguilian, Brgy Sto Tomas, Naguilian, Isabela"
isabela_2.xlsx,FMR,Isabela,II,Naguilian,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Brgy La Union FMR, Brgy. La Union, Naguilian, Isabela",FMR,Naguilian,La Union,,24000.00,,24000.00,1,Naguilian,1.60,direct municipality row,84,"Concreting of Brgy La Union FMR, Brgy. La Union, Naguilian, Isabela"
